,date,review,rating,review_tokens,review_tokens_removeST,review_tokens_removeST_vec,label
31,2023-08-29,주문 알림 설정 꺼있는데 알림 와요   그리고 컬리는 오타 치면 검색 결과가 아예 안 뜬다 쿠팡은 잘 뜨는데 마지막으로 하나 더 컬리는 보냉 제품을 너무 아끼는 거 같다 보냉 제대로 안 해서 보내서 식품에 문제 생겨 환불해 주는 금액보다 보냉 제품을 더 넣어서 보내는 게 비용이 적지 않을까,2,"['주문', '알림', '설정', '알림', '컬리', '오타', '치면', '검색', '결과', '아예', '안', '쿠팡', '마지막', '하나', '더', '컬리', '보냉', '제품', '거', '보냉', '제대로', '안', '식품', '문제', '환불', '금액', '보냉', '제품', '더', '게', '비용', '적지']","['오타', '제품', '보냉', '비용', '금액', '알림', '식품', '환불', '주문']", 오타 제품 보냉 비용 금액 알림 식품 환불 주문,0
32,2023-08-28,오류가 너무 많음,1,['오류'],['오류'], 오류,0
33,2023-08-27,컬리 페이에서 카드에 별명 설정 가능하게 해 주세요,4,"['컬리', '페이', '카드', '별명', '설정', '해']",['카드'], 카드,1
34,2023-08-27,신선하게 새벽 배송입니다,5,"['새벽', '배송']","['배송', '새벽']", 배송 새벽,1
35,2023-08-26,상품 중에 배송 불가 상품이 너무 많은데 안되면 안 된다고 표시라도 해줬으면 좋겠네요 필요한 거 담고 장바구니 보면 배송 불가 사유에 해당도 안 되는데 불가하다고 뜨면 좀 당황스럽네요,2,"['상품', '중', '배송', '불가', '상품', '안', '표시', '거', '장바구니', '배송', '불가', '사유', '해당', '안', '좀', '당황']","['불가', '장바구니', '상품', '배송']", 불가 장바구니 상품 배송,0
36,2023-08-26,업데이트 한 후부터 검색 페이지만 들어가면 먹통 돼서 불편합니다,1,"['업데이트', '후', '검색', '페이', '먹통']","['먹통', '업데이트']", 먹통 업데이트,0
37,2023-08-25,제품이 신선하고 배송도 빠르고,5,"['제품', '배송']","['제품', '배송']", 제품 배송,1
38,2023-08-24,홈 화면에 찜목록 버튼이 있으면 좋겠습니다,5,"['홈', '화면', '찜', '목록', '버튼']","['홈', '목록', '버튼', '화면', '찜']", 홈 목록 버튼 화면 찜,1
39,2023-08-24,속도 빠르고 쾌적합니다,5,['속도'],['속도'], 속도,1
40,2023-08-24,새벽 배송이 빨라서 만족합니다,5,"['새벽', '배송', '빨']","['배송', '새벽']", 배송 새벽,1
41,2023-08-24,채소 키우기 물 주긴 하고 뒤로 가기나 나가기가 있었으면 좋겠음 나가지는 게 안됨,5,"['채소', '물', '뒤', '가기', '게']",['채소'], 채소,1
42,2023-08-24,상품이 다양하고 이벤트도 많아서,5,"['상품', '이벤트']","['상품', '이벤트']", 상품 이벤트,1
43,2023-08-24,쓸려고 회원가입하는데 주소지에서 배송 불가 지역이라네요 제주도는 안된다라 솔직히 까고 말해서 다른 앱은 다 되는데 여기만 안되네요 차별이란 생각도 들고 다른 리뷰들 봤는데 개선된 게 없는 것 같네요,1,"['회원', '주소지', '배송', '불가', '지역', '제주도', '말', '다른', '앱', '여기', '차별', '생각', '다른', '리뷰', '개선', '게', '것']","['배송', '생각', '차별', '회원', '주소지', '불가', '리뷰', '지역']", 배송 생각 차별 회원 주소지 불가 리뷰 지역,0
44,2023-08-24,신용카드 쿠폰과 적립금을 같이 사용하게 해주면 감사하겠습니다,5,"['신용카드', '쿠폰', '적립금', '사용']","['신용카드', '적립금', '쿠폰']", 신용카드 적립금 쿠폰,1
45,2023-08-23,앱 실행도 안 했는데 왜 자동으로 실행되죠 빨리 오류 해결해 주세요 폰으로 다른 거 하고 있을 때 컬리 앱이 갑자기 실행돼서 짜증 납니다,1,"['앱', '실행', '안', '왜', '자동', '실행', '오류', '해결', '폰', '다른', '거', '때', '컬리', '앱', '갑자기', '실행', '짜증']","['오류', '폰']", 오류 폰,0
46,2023-08-23,할인쿠폰 많이 나와서,5,"['할인', '쿠폰']","['쿠폰', '할인']", 쿠폰 할인,1
47,2023-08-23,컬리  사랑해요 모든 물품 사랑합니다,5,"['컬리', '사랑', '모든', '물품', '사랑']",['물품'], 물품,1
48,2023-08-23,리뷰,5,['리뷰'],['리뷰'], 리뷰,1
49,2023-08-19,품질 및 가격이 월등히 뛰어남,5,"['품질', '및', '가격']","['가격', '품질']", 가격 품질,1
50,2023-08-19,샐러드 먹고 싶었는데 너무 맛있고 가격 좋고 배송 빠르고 너무,5,"['샐러드', '가격', '배송']","['가격', '샐러드', '배송']", 가격 샐러드 배송,1
51,2023-08-18,오류 없게 잘 관리해 주세요,5,"['오류', '관리']","['오류', '관리']", 오류 관리,1
52,2023-08-18,주문도 쉽고 쿠폰 사용하기도 편해요,5,"['주문', '쿠폰', '사용']","['쿠폰', '주문']", 쿠폰 주문,1
53,2023-08-18,샛별 배송도 되고,5,"['샛별', '배송']",['배송'], 배송,1
54,2023-08-17,퀄리티가 높은 온라인 매장,5,"['퀄리티', '온라인', '매장']","['매장', '퀄리티', '온라인']", 매장 퀄리티 온라인,1
55,2023-08-16,배달이 빠르고 편해요,5,['배달'],['배달'], 배달,1
56,2023-08-16,빠른 배송 감사,5,"['배송', '감사']",['배송'], 배송,1
57,2023-08-16,제발 사람 음식 동물 음식 구분 확실히 되게 표시 좀 해주세요 솔직히 검색할 때부터 안 나오게 따로 표시해 주길 바라지만 안된다면 최소한 섬네일에 강이지 용이라고 표시라도 해주세요 간식 사려고 기껏 구경 다하고 장바구니 넣었다가 나중에 개밥인 거 알게 되면 얼마나 비위 상하는지 아세요,2,"['제발', '사람', '음식', '동물', '음식', '구분', '표시', '좀', '검색', '때', '안', '표시', '바라지', '최소한', '섬네일', '강', '용이', '표시', '간식', '사려', '기껏', '구경', '다', '장바구니', '나중', '개밥', '거', '알', '얼마나', '비위', '상']","['장바구니', '동물', '용이', '음식', '섬네일']", 장바구니 동물 용이 음식 섬네일,0
58,2023-08-15,다양한 상품이 있어요,4,['상품'],['상품'], 상품,1
59,2023-08-15,좋은 제품을 신선하게 전달해 주어서 감사해요,5,"['제품', '전달', '주어']",['제품'], 제품,1
60,2023-08-14,좋은 제품들,5,['제품'],['제품'], 제품,1
61,2023-08-14,제가 사는 지역이 지역이라 그런지 배송 불가 판정받아서 쓸 수가 없네요 보다 더 넓은 배송 지역이 되었으면 좋겠습니다,2,"['제', '지역', '지역', '배송', '불가', '판정', '수가', '더', '배송', '지역']","['불가', '지역', '판정', '배송']", 불가 지역 판정 배송,0
62,2023-08-14,왜 컬리 팜 친구 초대했는데 안되는 건지 오류가 많네요,2,"['왜', '컬리', '친구', '초대', '오류']","['친구', '초대', '오류']", 친구 초대 오류,0
63,2023-08-13,품절이면 품절이라 띄워주세요 제발,1,"['품절', '품절', '제발']",['품절'], 품절,0
64,2023-08-12,쿠팡 하다가 요새 컬리 하는데 일단 만족해요,5,"['쿠팡', '요새', '컬리', '일단']",['요새'], 요새,1
65,2023-08-12,무슨 상품을 고르든 다 구매 불가 상품이라고 떠서 뭘 구매할 수가 없네요 배송 불가 지역이라는 언급도 없고 배송지 설정도 잘 되는데 모든 상품이 이러니 앱을 사용할 수가 없습니다 시간 낭비만 한 것 같네요 최악입니다,1,"['무슨', '상품', '구매', '불가', '상품', '뭘', '구매', '수가', '배송', '불가', '지역', '언급', '배송지', '설정', '모든', '상품', '앱', '사용', '수가', '시간', '낭비', '것', '최악']","['상품', '배송', '구매', '배송지', '불가', '낭비', '최악', '지역', '언급']", 상품 배송 구매 배송지 불가 낭비 최악 지역 언급,0
66,2023-08-11,물이 너무 빨리 안 차네요 출석해서 받거나 친구를 통해서 물을 받는 게 생기면 좋겠어요 그리고 물 최대수가 12개보다 늘어났으면 좋겠어요,3,"['물이', '안', '출석', '친구', '통해', '물', '게', '생기', '물', '최대', '수가', '개보']",['친구'], 친구,0
67,2023-08-10,하루 만에 도착이 가장 큰 장점인 것 같네요 맞벌이 가정에 필요한 앱,5,"['하루', '도착', '가장', '장점', '것', '맞벌이', '가정', '앱']","['도착', '맞벌이', '가정', '장점', '가장', '하루']", 도착 맞벌이 가정 장점 가장 하루,1
68,2023-08-10,맛있는 음식을 집에서 만들어 먹을 수 있어서 너무나  신선해요,5,"['음식', '집', '수']","['집', '음식']", 집 음식,1
69,2023-08-10,로딩이 안돼요,1,['로딩'],['로딩'], 로딩,0
70,2023-08-09,늘 여기서 상품 많이 사긴 하는데 좀 다양 차지는 않아요 그래도 새벽 배송 편해서,4,"['늘', '여기', '상품', '좀', '다양', '새벽', '배송']","['다양', '상품', '배송', '새벽']", 다양 상품 배송 새벽,1
71,2023-08-09,좋은 상품 싸게 구입해,5,"['상품', '구입']","['상품', '구입']", 상품 구입,1
72,2023-08-09,첫 배달부터 다른 집에 가서 새벽에 직접 찾아왔네요 문의를 올려도 답변도 없고,1,"['첫', '배달', '다른', '집', '새벽', '직접', '문의', '답변']","['배달', '직접', '새벽', '집', '답변', '문의', '첫']", 배달 직접 새벽 집 답변 문의 첫,0
73,2023-08-09,경기 광주 전 지역 새벽 배송 요청드립니다,2,"['경기', '광주', '전', '지역', '새벽', '배송', '요청']","['지역', '경기', '배송', '새벽']", 지역 경기 배송 새벽,0
74,2023-08-09,황당한 실수가 많은데 대응도 미지근하시고 개선도 잘 안되시네요 1 물건 배송 중 분실 2 곰팡이 케이크 배송 3 주문 상품 일부 다른 집 배송 4 아파트 공동현관 밖에다 불완전 배송 뭐 많이 파세요 전 앱 지우겠습니다,1,"['실수', '대응', '개선', '물건', '배송', '중', '분실', '곰팡이', '케이크', '배송', '주문', '상품', '일부', '다른', '집', '배송', '아파트', '공동', '현관', '밖', '불완전', '배송', '뭐', '전', '앱']","['대응', '상품', '배송', '현관', '일부', '아파트', '집', '공동', '곰팡이', '밖', '분실', '실수', '불완전', '주문']", 대응 상품 배송 현관 일부 아파트 집 공동 곰팡이 밖 분실 실수 불완전 주문,0
75,2023-08-08,오늘 주문하면 낼 새벽에 바로 배송되고 적립 할인도  상품도 믿을 수 있어요,5,"['오늘', '주문', '낼', '새벽', '바로', '배송', '적립', '할인', '상품', '수']","['상품', '배송', '적립', '새벽', '할인', '주문']", 상품 배송 적립 새벽 할인 주문,1
76,2023-08-08,사용이 쉽고 혜택이 많아요,5,"['사용', '혜택']",['혜택'], 혜택,1
77,2023-08-08,경기도 살다 강원도로 이사 왔는데 컬리는 새벽 배송뿐 아니라 낮 배송까지 완벽하네요,5,"['경기도', '강원도', '이사', '컬리', '새벽', '배송', '낮', '배송']","['배송', '이사', '새벽']", 배송 이사 새벽,1
78,2023-08-08,항상 잘 이용하고 있습니다 자취러 들에게 도 유용한 앱이라고 생각합니다,5,"['항상', '이용', '자취', '러', '도', '앱', '생각']","['생각', '자취']", 생각 자취,1
79,2023-08-06,신선하고 빠르게 배송되고 물건 품질이  세일 많이 해서 좋고 더 많이 세일해 주세요,5,"['배송', '물건', '품질', '일', '더', '일해']","['품질', '배송']", 품질 배송,1
80,2023-08-05,999 마켓 컬리 잘 이용하고 있어요 몇 년 전과 비교하면 기능이 다양해졌고 사용이 편리해졌으며 훨씬 더 안정적으로 개선된 것을 느낄 수 있어요 상품의 경우에도 시중에서 구하기 어려운 식재료 밀키트 등을 쉽고 빠르게 구매할 수 있고요 일부 품목의 경우 다른 앱 마트 등보다 저렴하기까지 하더라고요 앞으로도 애용하겠습니다,5,"['마켓', '컬리', '이용', '몇', '년', '전과', '비교', '기능', '사용', '더', '안정', '개선', '것', '수', '상품', '경우', '시중', '구', '식', '재료', '밀', '키트', '등', '구매', '수', '일부', '품목', '경우', '다른', '앱', '마트', '등', '앞', '애용']","['마트', '상품', '시중', '비교', '재료', '구매', '일부', '키트', '품목', '기능']", 마트 상품 시중 비교 재료 구매 일부 키트 품목 기능,1
81,2023-08-04,2009 06월에 태어났는데 회원가입에 만 14세 미만은 가입이 불가하다고 이미 생일 지난지 오래돼서 다른 앱은 사용 가능,1,"['회원', '가입', '만', '세', '미만', '가입', '생일', '지난', '다른', '앱', '사용', '가능']","['회원', '생일']", 회원 생일,0
82,2023-08-04,이벤트 최고네요,5,"['이벤트', '최고']",['이벤트'], 이벤트,1
83,2023-08-04,신속 정확 신선 환경까지 생각하는 기업 같아요,5,"['신속', '정확', '신선', '환경', '생각', '기업']","['환경', '생각', '기업', '신속', '신선', '정확']", 환경 생각 기업 신속 신선 정확,1
84,2023-08-03,대량으로 상품이 없어서인지 물량 품절로 재주문이 어렵네요 그리고 가격대가 조금 비싼 편이어서 할인이나 쿠폰을 좀 많이 주셨으면 좋겠어요 앱 상의 이용은 편리해서 사용하기,2,"['대량', '상품', '인지', '물량', '품절', '재', '주문', '가격', '대가', '조금', '편', '할인', '쿠폰', '좀', '앱', '상의', '이용', '사용']","['상품', '대량', '인지', '물량', '상의', '가격', '쿠폰', '품절', '할인', '대가', '주문']", 상품 대량 인지 물량 상의 가격 쿠폰 품절 할인 대가 주문,0
85,2023-08-01,수고가 많으십니다 빠르고 좋은 상품 부탁합니다,5,"['수고', '상품', '부탁']",['상품'], 상품,1
86,2023-07-31,샛별 배송 최고예요,5,"['샛별', '배송', '최고']",['배송'], 배송,1
87,2023-07-31,배송비 무료 2만 원 이상 해주면 좋겠어요,5,"['배송비', '무료', '원', '이상']","['무료', '배송비']", 무료 배송비,1
88,2023-07-30,샛별 배송도 되고 정말,5,"['샛별', '배송', '정말']",['배송'], 배송,1
89,2023-07-30,하 쓰다가 결국 다시 쿠팡 갑니다 아 솔직히 앱 자체는 괜찮습니다 실제 앱의 점수는 455입니다 다만 컬리는 가 역대 폐급이에요 몇 번 쓰다가 혈압 올라서 못쓰겠어요 2023년에 아직도 이런 회사가 있다는 게 놀라운 수준입니다  쿠팡 수준으로 안 바뀌면 몇 년 안에 망합니다,1,"['다시', '쿠팡', '앱', '자체', '실제', '앱', '점수', '다만', '컬리', '역대', '폐', '몇', '번', '혈압', '회사', '게', '수준', '쿠팡', '수준', '안', '몇', '년', '안']","['자체', '회사', '실제', '점수', '역대', '다시', '혈압', '수준']", 자체 회사 실제 점수 역대 다시 혈압 수준,0
90,2023-07-30,자취 시작하면서 컬리를 깔게 되었는데 진짜 너무 편해요 오늘 주문해도 내일 아침에 눈 떠보면 냉동냉장 구분되어서 배달되어 있고 아이스팩도 물로만 채워져있어서 버릴 때도 편해요 다만 같은 제품이라도 다양한 브랜드의 제품을 비교하면서 사고 싶은데 브랜드의 수가 적은 것 같다는 생각이 드네요,5,"['자취', '시작', '컬리', '진짜', '오늘', '주문', '내일', '아침', '눈', '냉동', '냉장', '구분', '배달', '아이스팩', '물', '로만', '때', '다만', '제품', '브랜드', '제품', '비교', '사고', '브랜드', '수가', '것', '생각', '드네']","['내일', '배달', '냉동', '생각', '제품', '아침', '눈', '냉장', '비교', '브랜드', '자취', '시작', '로만', '아이스팩', '주문']", 내일 배달 냉동 생각 제품 아침 눈 냉장 비교 브랜드 자취 시작 로만 아이스팩 주문,1
91,2023-07-29,편하고 신기한 것 먹어보고 싶은 것 추천,5,"['것', '보고', '것', '추천']","['보고', '추천']", 보고 추천,1
92,2023-07-28,샛별 배송 정말 유용하게 잘 이용하고 있습니다,5,"['샛별', '배송', '정말', '이용']",['배송'], 배송,1
93,2023-07-28,상품을 찾기 쉽고 비슷한 상품을 추천해 주셔서 효율적입니다,5,"['상품', '찾기', '상품', '추천', '효율']","['효율', '상품', '추천', '찾기']", 효율 상품 추천 찾기,1
94,2023-07-28,배리,4,['배리'],['배리'], 배리,1
95,2023-07-28,예전 이사 와서는 아직 신도시라 컬리가 안돼서 배송 못 시켰었는데 되니까 너무 편하게 배송 시켜서  새벽에 오니까 더 신선해 보이기도 하고 무엇보다 첫 구매했다고 쿠폰까지,5,"['예전', '이사', '신도시', '컬리', '배송', '못', '배송', '새벽', '오', '더', '보', '무엇', '첫', '구매', '쿠폰']","['보', '첫', '배송', '예전', '신도시', '새벽', '구매', '못', '쿠폰', '이사']", 보 첫 배송 예전 신도시 새벽 구매 못 쿠폰 이사,1
96,2023-07-27,잘 이용하고 있어요 방구석 장보기 편하게 만들어줘서 감사해요,5,"['이용', '방', '구석', '장보기']","['구석', '장보기', '방']", 구석 장보기 방,1
97,2023-07-27,카카오 페이지 컬리 첫 구매하면 7천캐씨 준다고 해서 했는데 배송 완료되었는데도 캐시 지급 없네요,1,"['카카오', '페이지', '컬리', '첫', '구매', '배송', '완료', '캐시', '지급']","['완료', '캐시', '배송', '지급', '페이지', '구매', '카카오', '첫']", 완료 캐시 배송 지급 페이지 구매 카카오 첫,0
98,2023-07-27,오라이,4,['라이'],['라이'], 라이,1
99,2023-07-27,너무 신선한 제품들과 빠른 배송,5,"['제품', '배송']","['제품', '배송']", 제품 배송,1
100,2023-07-26,모두 신선해 보임,5,"['모두', '보임']",['보임'], 보임,1
101,2023-07-26,한 번씩 이용합니다 소량포장된 제품이 유용하네요,5,"['번', '이용', '소량', '포장', '제품']","['포장', '소량', '제품']", 포장 소량 제품,1
102,2023-07-25,서비스가 좋아도 너무  보통 인터넷쇼핑은 4시 이후부터는 다음날에 택배를 포장하고 준비하는데 컬리는 4시 이후에 주문했는데 이미 포장이랑 배송 준비가 다 되었더라고요 그래서 환불하고 싶어도 못했던 그래도 심각하게 중요했던 건 아니라서 암튼 이 앱은 식품 앱 중에서 제일 좋은 것 같아요,5,"['서비스', '보통', '인터넷', '쇼핑', '이후', '다음', '날', '택배', '포장', '준비', '컬리', '이후', '주문', '포장', '배송', '준비', '환불', '건', '이', '앱', '식품', '앱', '중', '제일', '것']","['포장', '주문', '준비', '배송', '건', '날', '제일', '이후', '인터넷', '택배', '서비스', '식품', '환불', '보통']", 포장 주문 준비 배송 건 날 제일 이후 인터넷 택배 서비스 식품 환불 보통,1
103,2023-07-25,신선하고 신속하고 안전한 배송에 신뢰가 갑니다,5,"['배송', '신뢰']","['배송', '신뢰']", 배송 신뢰,1
104,2023-07-25,아이들 방학이라서 아침에 먹으려고 주문했는데 옆 동으로 이 오배송을 하셨네요 제가 바라는 건 오배송하신 걸 다시 저희 집으로 배송해 주시는 건데 상담사분은 죄송하다 환불해 드리겠다 배송팀이 다른 지역으로 가버렸다 재주문하시라 이 말뿐이시네요 이런 건은 매뉴얼에 없는 건지 상담사분이 대응을 잘 못하시는 건지 마켓 컬리 앱 지우고 쿠팡으로 넘어갑니다,1,"['아이', '방학', '아침', '주문', '옆', '동', '이', '배송', '제', '건', '배송', '걸', '다시', '저희', '집', '배송', '주시', '상담사', '환불', '배송', '팀', '다른', '지역', '재주', '문하', '시라', '이', '말', '건', '매뉴얼', '상담사', '대응', '마켓', '컬리', '앱', '쿠팡']","['매뉴얼', '건', '아침', '주시', '팀', '다시', '재주', '배송', '동', '상담사', '주문', '대응', '문하', '지역', '옆', '방학', '집', '시라', '환불']", 매뉴얼 건 아침 주시 팀 다시 재주 배송 동 상담사 주문 대응 문하 지역 옆 방학 집 시라 환불,0
105,2023-07-24,할인 혜택이,5,"['할인', '혜택']","['혜택', '할인']", 혜택 할인,1
106,2023-07-24,배송도 빠르고 식품도 너무 신선해요 좋습니다,5,"['배송', '식품']","['식품', '배송']", 식품 배송,1
107,2023-07-24,빨라서 감사합니다 저렴한 제품을 구매했습니다,5,"['빨', '제품', '구매']","['제품', '구매']", 제품 구매,1
108,2023-07-24,품질이 뛰어납니다,5,['품질'],['품질'], 품질,1
109,2023-07-23,가끔 쓰지만 유용합니다,5,['가끔'],['가끔'], 가끔,1
110,2023-07-22,장바구니를 통으로 와이프한테 검수 받는 경우가 생겨요 캡처해서 보여주는데 회원 간 아이디 등록으로 장바구니 공유할 수 있으면 좋을 거 같아요 캠핑 갈 때 대신 장 보는 경우가 종종 있어서요,4,"['장바구니', '통', '와이프', '검수', '경우', '캡처', '회원', '간', '아이디', '등록', '장바구니', '공유', '수', '거', '캠핑', '때', '대신', '장', '경우', '종종']","['장바구니', '캡처', '종종', '캠핑', '아이디', '와이프', '회원', '간', '검수', '등록', '장', '공유', '대신', '통']", 장바구니 캡처 종종 캠핑 아이디 와이프 회원 간 검수 등록 장 공유 대신 통,1
111,2023-07-22,너무 좋은데 담날 새벽 배송인데 자꾸 너무 빨리 밤 11시 이때 와서 자는데 확인도 못하고 아침에 열어보면 다 녹아있음,4,"['담날', '새벽', '배송', '자꾸', '밤', '때', '확인', '못', '아침', '어보']","['배송', '담날', '밤', '아침', '새벽', '못', '어보', '자꾸']", 배송 담날 밤 아침 새벽 못 어보 자꾸,1
112,2023-07-22,품절된 상품을 왜 품절로 표시 안 해 놓고 주문하려고 장바구니에 들어가면 품절이라고 뒤늦게 인지하게 만들어 놓았는지 앱 개발자가 진짜 무능하다,2,"['품절', '상품', '왜', '품절', '표시', '안', '해', '주문', '장바구니', '품절', '인지', '앱', '개발자', '진짜']","['장바구니', '상품', '인지', '품절', '개발자', '주문']", 장바구니 상품 인지 품절 개발자 주문,0
113,2023-07-22,실용성 최고야,5,"['실용', '최고']",['실용'], 실용,1
114,2023-07-22,장바구니에 담긴 모든 상품이 품절인 것과 아닌 것을 모두 품절로 뜨는 데다 다른 걸 담아도 그 상품 또한 장바구니에 담긴 채 품절로 표시됩니다 쿠폰 줘서 쓰려고 들어간 건데 돈을 쓰려고 해도 쓸 수 없는 건 대체 무슨 현상인지 로도 같으니 앱 문제는 아닐 듯하지만 대체 무슨 현상인가 싶네요,4,"['장바구니', '모든', '상품', '품절', '것', '것', '모두', '품절', '데', '다른', '걸', '그', '상품', '또한', '장바구니', '채', '품절', '표시', '쿠폰', '돈', '해도', '수', '건', '대체', '무슨', '현상', '로', '앱', '문제', '듯', '대체', '무슨', '현상']","['채', '장바구니', '상품', '해도', '건', '듯', '대체', '돈', '품절', '현상', '데', '쿠폰']", 채 장바구니 상품 해도 건 듯 대체 돈 품절 현상 데 쿠폰,1
